business_status,formatted_address,geometry,icon,icon_background_color,icon_mask_base_uri,name,place_id,plus_code,rating,reference,types,user_ratings_total,opening_hours,photos
OPERATIONAL,"Reşatbey Mahallesi, Ahmet Sapmaz Blv. No:37, 01170 Çukurova/Adana, Türkiye","{'location': {'lat': 37.0342027, 'lng': 35.2986803}, 'viewport': {'northeast': {'lat': 37.03550182989272, 'lng': 35.30006012989271}, 'southwest': {'lat': 37.03280217010728, 'lng': 35.29736047010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,PharmAgora,ChIJkY2_dCyJKBURT7z-q2ZfDtQ,"{'compound_code': '27MX+MF Çukurova, Adana', 'global_code': '8G9Q27MX+MF'}",5.0,ChIJkY2_dCyJKBURT7z-q2ZfDtQ,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",1,,
OPERATIONAL,"Reşatbey, 60075. Sk. No:6, 01130 Seyhan/Adana, Türkiye","{'location': {'lat': 37.0022625, 'lng': 35.3121449}, 'viewport': {'northeast': {'lat': 37.00353117989272, 'lng': 35.31356577989273}, 'southwest': {'lat': 37.00083152010728, 'lng': 35.31086612010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Medicall Biomedikal,ChIJUQrWwUiPKBUR1VeNGv6huE0,"{'compound_code': '2826+WV Seyhan, Adana', 'global_code': '8G9Q2826+WV'}",0.0,ChIJUQrWwUiPKBUR1VeNGv6huE0,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,,
OPERATIONAL,"Dadaloğlu, 2572. Sk. No:10, 01240 Yüreğir/Adana, Türkiye","{'location': {'lat': 37.004857, 'lng': 35.3623898}, 'viewport': {'northeast': {'lat': 37.00616167989273, 'lng': 35.36381347989272}, 'southwest': {'lat': 37.00346202010729, 'lng': 35.36111382010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Or Medikal,ChIJY86LgbOPKBURyHx5aF809UQ,"{'compound_code': '2936+WX Yüreğir, Adana', 'global_code': '8G9Q2936+WX'}",5.0,ChIJY86LgbOPKBURyHx5aF809UQ,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",2,{'open_now': False},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100362442964811966737"">cansın or</a>'], 'photo_reference': 'AfLeUgPwydAIp7pR_eDR23fONFiKWHoRW9txjCdyiLhLrnwlov6f5aHFb1gvUARa9uJG88i7hPZRcZ6ZkMSe0vRjsEZXLHIUr6dcBX5dV3xQkM41HsmfTELi36K0OjI1hjSAUDderLE3OlqALUE5LwMPHvZsOh2Z3tUNqSQ0qVwSo3x86Po', 'width': 1836}]"
OPERATIONAL,"Seyhan, ATATÜRK CADDESİ ÖZEL ADANA HASTANESİ KARŞISI NO:14/E, REŞATBEY MAH, 01000 Adana, Türkiye","{'location': {'lat': 36.9941047, 'lng': 35.3253717}, 'viewport': {'northeast': {'lat': 36.99544792989272, 'lng': 35.32666002989272}, 'southwest': {'lat': 36.99274827010727, 'lng': 35.32396037010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,ATAMAN PHARMACY,ChIJf1lcLWiPKBUR_9gpH2ul4qs,"{'compound_code': 'X8VG+J4 Seyhan, Adana', 'global_code': '8G8QX8VG+J4'}",4.1,ChIJf1lcLWiPKBUR_9gpH2ul4qs,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",18,{'open_now': False},"[{'height': 1059, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113899694630521907714"">ATAMAN ECZANESİ</a>'], 'photo_reference': 'AfLeUgNuYHcjaYBBulNdwbbWaxDo5rp_cJBBHsGRS9ykvnhV-uN2Gk4jYmXJeTgpST7WBeHRaBeZ1mOAOCBeY7PQmlirEeRZGe4VWf7I_HtbojD-ZNUex6Oih-L3HubLRniHoapZpiNzqJ4qJqwz3YNV2XMG6mCcfGCZ0tcY8ZSSxjHrmabw', 'width': 1600}]"
OPERATIONAL,"Reşatbey, Cumhuriyet Cd. No: 18/B, 01120 Seyhan/Adana, Türkiye","{'location': {'lat': 36.9958863, 'lng': 35.3292653}, 'viewport': {'northeast': {'lat': 36.99723667989272, 'lng': 35.33061522989271}, 'southwest': {'lat': 36.99453702010728, 'lng': 35.32791557010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Reşatbey Eczanesi,ChIJgWp_iM2PKBURz-hKLl8D4pA,"{'compound_code': 'X8WH+9P Seyhan, Adana', 'global_code': '8G8QX8WH+9P'}",5.0,ChIJgWp_iM2PKBURz-hKLl8D4pA,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",24,{'open_now': False},"[{'height': 3888, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101772589589371053853"">A Google User</a>'], 'photo_reference': 'AfLeUgNaDapfm7YhPFkR6rlPXAEADpQCZQmrhOCvEuDTXfNPanNFcjiFZF7pRcf_UVgBdu6iAlbP0YOPdZR2_i2gRqAA-tRZFpOrbr8YlazVTBHfRzRvV9JMCKBm-nqhAICx6sTC7wppN7XwhNMtlHRjG0G0-IGugNggLhb8p8B-Rt10sv6v', 'width': 10574}]"
OPERATIONAL,"Kuruköprü Mahallesi. Ziyapaşa Bulvarı. Özaltin Apt 93/A Kuruköprü Mahallesi. Ziyapaşa Bulvarı. Özaltin Apt, D:93/A, 01060 Seyhan/Adana, Türkiye","{'location': {'lat': 36.989669, 'lng': 35.3234567}, 'viewport': {'northeast': {'lat': 36.99101522989272, 'lng': 35.32473287989272}, 'southwest': {'lat': 36.98831557010728, 'lng': 35.32203322010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Unlu Pharmacy,ChIJw5UzMqLx1xQRw9CK18iL_kI,"{'compound_code': 'X8QF+V9 Seyhan, Adana', 'global_code': '8G8QX8QF+V9'}",3.0,ChIJw5UzMqLx1xQRw9CK18iL_kI,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",5,{'open_now': False},"[{'height': 1472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100867364122030094915"">A Google User</a>'], 'photo_reference': 'AfLeUgPb6KrX4XOec0pPKn56Bng5WDKOidRYhjPUU3sjfRX-WkecYDfkaWXtI1izLVWduIimkKPuHfs6ywU_meaCcxPmrmL6sJxlnfwkufq_KcmHquXTyrSLlmjUe1ADxENB-IXKYXgYE5f43xuwJ3eFDnPPjSmwNXtn0S6k7wD2Xmgog52B', 'width': 828}]"
OPERATIONAL,"Kurtuluş, Gülay Apt, 64016. Sk. 1/B, 01120 Seyhan/Adana, Türkiye","{'location': {'lat': 37.0018802, 'lng': 35.3190845}, 'viewport': {'northeast': {'lat': 37.00332542989271, 'lng': 35.32040932989272}, 'southwest': {'lat': 37.00062577010727, 'lng': 35.31770967010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Kadioglu Pharmacy,ChIJV1yncX2PKBUR6p5nVjwf1ho,"{'compound_code': '2829+QJ Seyhan, Adana', 'global_code': '8G9Q2829+QJ'}",4.8,ChIJV1yncX2PKBUR6p5nVjwf1ho,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",22,{'open_now': False},"[{'height': 3468, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109623497491537045493"">A Google User</a>'], 'photo_reference': 'AfLeUgNKmJQ5jaPPSb6C7-vFcALtz908xkhwC2lwNGVpUv_GCo_NcV-tu6YCTsWplrCvLuCdFCpF60LJQDSBG7QOvS8-l_QIexTwqqRCOV-PJ8U_s4BdJIhlXoehlBTIjKdlLkcG8Gt2sIG9CUt5RzzFce2WUWWdXJ950vM99nWmV7mMKrSt', 'width': 4624}]"
OPERATIONAL,"Reşatbey, 62017. Sk. No:32, 01120 Seyhan/Adana, Türkiye","{'location': {'lat': 36.9977086, 'lng': 35.3322433}, 'viewport': {'northeast': {'lat': 36.99906642989272, 'lng': 35.33354787989272}, 'southwest': {'lat': 36.99636677010727, 'lng': 35.33084822010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Kılınç,ChIJsZbNwmyPKBURBkbQKZvAXyI,"{'compound_code': 'X8XJ+3V Seyhan, Adana', 'global_code': '8G8QX8XJ+3V'}",0.0,ChIJsZbNwmyPKBURBkbQKZvAXyI,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,,
OPERATIONAL,"Yurt, A,, 71555. Sk. No:5, 01170 Çukurova/Adana, Türkiye","{'location': {'lat': 37.055155, 'lng': 35.28174509999999}, 'viewport': {'northeast': {'lat': 37.05650532989272, 'lng': 35.28288812989272}, 'southwest': {'lat': 37.05380567010727, 'lng': 35.28018847010728}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Promed Medikal,ChIJHb0rPUCJKBUReVw2envAwmY,"{'compound_code': '374J+3M Çukurova, Adana', 'global_code': '8G9Q374J+3M'}",4.0,ChIJHb0rPUCJKBUReVw2envAwmY,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",7,{'open_now': False},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102310636403842981976"">deniz akkaya</a>'], 'photo_reference': 'AfLeUgMQvHXIkWSQqoqlUGeeR_iu5oc5LJG6V6Wqur5zTe4i1O5HX6fTCmmJgsMc-lHjU35ZDw6KtCKkE35AKwPtyDKr4eZ13PoO-tfBrH_DF1XJZGJde0WQyHgI4n7oTKZ9XVPKOeK1BVb9gPbeYoAIK5YihPOAvH3dxaK-7ji3jZg-RolH', 'width': 4032}]"
OPERATIONAL,"Başak, Reşatbey, 969. Sk. No:25 D:34, 01316 Seyhan/Adana, Türkiye","{'location': {'lat': 36.9834626, 'lng': 35.3598183}, 'viewport': {'northeast': {'lat': 36.98481612989272, 'lng': 35.36113252989272}, 'southwest': {'lat': 36.98211647010728, 'lng': 35.35843287010727}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,#F88181,https://maps.gstatic.com/mapfiles/place_api/icons/v2/pharmacy_pinlet,Yetkinel Eczanesi,ChIJWWkS5pCPKBURM8Lt9CwNs14,"{'compound_code': 'X9M5+9V Seyhan, Adana', 'global_code': '8G8QX9M5+9V'}",0.0,ChIJWWkS5pCPKBURM8Lt9CwNs14,"['pharmacy', 'health', 'store', 'point_of_interest', 'establishment']",0,,
